ymd,low,high,tianqi,fengxiang,fengli,aqi,aqiLevel,aqiInfo
2016/3/3,12,21,多云,东南风,微风,99,2,良
2016/3/4,14,22,小雨~多云,东南风,微风,54,2,良
2016/3/5,10,23,阵雨,西风,微风,100,2,良
2016/3/6,9,16,多云,东北风,微风,123,3,轻度污染
2016/3/7,10,21,多云~小雨,东南风,微风,103,3,轻度污染
2016/3/8,5,11,中雨,东北风,4-5级,33,1,优
2016/3/9,4,7,小雨~阴,北风,4-5级,43,1,优
2016/3/10,2,8,小雨~多云,北风,3-4级,41,1,优
2016/3/11,4,9,晴~多云,西北风,微风,74,2,良
2016/3/12,7,12,多云~小雨,东南风,3-4级,108,3,轻度污染
2016/3/13,6,11,小雨~阴,东北风,微风,82,2,良
2016/3/14,5,12,晴~多云,北风,微风,88,2,良
2016/3/15,7,12,多云~阴,东南风,微风,66,2,良
2016/3/16,10,17,多云,东南风,微风,62,2,良
2016/3/17,13,18,小雨,东南风,微风,56,2,良
2016/3/18,12,20,小雨,西北风,微风,126,3,轻度污染
2016/3/19,9,16,小雨~多云,东北风,微风,53,2,良
2016/3/20,9,17,多云,东北风,微风,72,2,良
2016/3/21,10,15,多云~阴,东风,微风,75,2,良
2016/3/22,10,15,小雨,东风,微风,57,2,良
2016/3/23,6,12,阴~多云,东北风,3-4级,55,2,良
2016/3/24,6,11,阴~多云,北风,微风,50,1,优
2016/3/25,5,13,多云,北风,微风,56,2,良
2016/3/26,7,15,多云,西风,微风,71,2,良
2016/3/27,9,17,多云~晴,西风,微风,131,3,轻度污染
2016/3/28,11,19,晴,西南风,微风,124,3,轻度污染
2016/3/29,13,22,多云~阴,南风,微风,90,2,良
2016/3/30,13,19,小雨,西南风,微风,100,2,良
2016/3/31,11,16,小雨~多云,东风,微风,68,2,良
2016/4/1,13,22,晴~多云,东南风,微风,118,3,轻度污染
2016/4/2,14,20,雷阵雨~大雨,东南风,微风,77,2,良
2016/4/3,11,16,阵雨~阴,北风,3-4级,78,2,良
2016/4/4,11,18,多云,北风,微风,48,1,优
2016/4/5,13,17,小雨~中雨,东南风,微风,47,1,优
2016/4/6,13,20,中雨~大雨,东南风,3-4级,48,1,优
2016/4/7,13,18,小雨~多云,西北风,微风,83,2,良
2016/4/8,13,20,多云,东风,微风,68,2,良
2016/4/9,15,23,多云~阴,东南风,微风,61,2,良
2016/4/10,14,22,多云,东风,微风,89,2,良
2016/4/11,15,21,多云~小雨,东北风,微风,64,2,良
2016/4/12,15,19,小雨~阴,东南风,微风,66,2,良
2016/4/13,15,24,阴~多云,东北风,微风,112,3,轻度污染
2016/4/14,15,25,多云,东南风,微风,157,4,中度污染
2016/4/15,16,22,阴~中雨,东南风,3-4级,110,3,轻度污染
2016/4/16,15,22,中雨~小雨,南风,4-5级,48,1,优
2016/4/17,14,22,多云~小雨,西北风,微风,79,2,良
2016/4/18,13,21,多云,南风,微风,48,1,优
2016/4/19,15,21,多云~阴,东南风,3-4级,52,2,良
2016/4/20,16,21,大雨,东南风,3-4级,44,1,优
2016/4/21,16,24,小雨~多云,西北风,微风,79,2,良
2016/4/22,15,26,多云~中雨,东南风,微风,139,3,轻度污染
2016/4/23,14,17,中雨~小雨,东风,4-5级,61,2,良
2016/4/24,14,19,小雨~阴,东北风,微风,75,2,良
2016/4/25,16,19,小雨,东风,微风,72,2,良
2016/4/26,15,19,小雨~中雨,东风,微风,56,2,良
2016/4/27,14,17,小雨~阴,西北风,微风,72,2,良
2016/4/28,14,23,多云,西北风,微风,119,3,轻度污染
2016/4/29,16,26,晴,东南风,微风,163,4,中度污染
2016/4/30,18,27,晴,东南风,3-4级,117,3,轻度污染
2016/5/1,20,28,多云~阵雨,东南风,3-4级,74,2,良
2016/5/2,19,26,中雨~小雨,南风,3-4级,58,2,良
2016/5/3,17,26,晴,西北风,3-4级,68,2,良
2016/5/4,20,29,晴~阴,南风,微风,87,2,良
2016/5/5,20,26,中雨,东南风,微风,66,2,良
2016/5/6,18,27,多云,西北风,微风,99,2,良
2016/5/7,16,21,阵雨~中雨,东风,3-4级,179,4,中度污染
2016/5/8,16,18,大雨~阵雨,东风,微风,61,2,良
2016/5/9,17,20,小雨,北风,微风,68,2,良
2016/5/10,15,18,小雨~多云,西北风,微风,44,1,优
2016/5/11,16,25,晴,西风,微风,117,3,轻度污染
2016/5/12,19,28,晴,东南风,微风,93,2,良
2016/5/13,18,25,多云,东北风,微风,94,2,良
2016/5/14,18,25,多云,东南风,微风,55,2,良
2016/5/15,15,27,中雨,西北风,3-4级,47,1,优
2016/5/16,15,23,多云,北风,微风,65,2,良
2016/5/17,16,26,晴~多云,东南风,微风,54,2,良
2016/5/18,17,26,多云,东风,微风,68,2,良
2016/5/19,19,25,多云~阴,东风,微风,76,2,良
2016/5/20,19,24,小雨~中雨,东风,微风,45,1,优
2016/5/21,19,21,中雨~小雨,东北风,微风,33,1,优
2016/5/22,19,24,小雨~阴,西北风,微风,74,2,良
2016/5/23,20,26,阴~小雨,西北风,微风,104,3,轻度污染
2016/5/24,19,24,阵雨~多云,西北风,微风,110,3,轻度污染
2016/5/25,21,28,多云~小雨,东南风,微风,110,3,轻度污染
2016/5/26,20,26,中雨,北风,微风,132,3,轻度污染
2016/5/27,19,22,中雨~小雨,东北风,微风,56,2,良
2016/5/28,20,23,大雨~中雨,东北风,微风,46,1,优
2016/5/29,19,24,阵雨~阴,西北风,微风,68,2,良
2016/5/30,20,26,多云~阴,东风,微风,80,2,良
2016/5/31,20,26,阵雨~大雨,东南风,微风,94,2,良
2016/6/1,18,21,中雨~多云,东北风,4-5级,49,1,优
2016/6/2,20,26,多云~小雨,东风,1-2级,65,2,良
2016/6/3,19,22,中雨,东风,3-4级,36,1,优
2016/6/4,19,24,小雨~多云,西北风,3-4级,55,2,良
2016/6/5,19,26,晴,东北风,1-2级,50,1,优
2016/6/6,20,27,多云~阵雨,东南风,1-2级,57,2,良
2016/6/7,21,27,小雨,东南风,1-2级,62,2,良
2016/6/8,21,26,中雨~阴,东南风,1-2级,55,2,良
2016/6/9,21,26,阴~多云,东北风,1-2级,45,1,优
2016/6/10,23,27,多云~阴,东南风,1-2级,48,1,优
2016/6/11,23,27,阵雨,东南风,1-2级,75,2,良
2016/6/12,21,24,中雨~小雨,东北风,1-2级,43,1,优
2016/6/13,21,28,多云,东北风,1-2级,49,1,优
2016/6/14,23,31,晴~多云,东南风,1-2级,67,2,良
2016/6/15,22,32,雷阵雨~阵雨,西南风,1-2级,89,2,良
2016/6/16,21,26,阴~多云,西北风,1-2级,137,3,轻度污染
2016/6/17,24,31,晴~多云,南风,1-2级,97,2,良
2016/6/18,25,30,多云~雷阵雨,南风,1-2级,49,1,优
2016/6/19,25,31,阵雨,西南风,1-2级,48,1,优
2016/6/20,25,28,雷阵雨~阵雨,西南风,1-2级,29,1,优
2016/6/21,26,32,雷阵雨~多云,南风,1-2级,73,2,良
2016/6/22,26,31,中雨~阵雨,西南风,1-2级,58,2,良
2016/6/23,26,34,多云,西南风,1-2级,82,2,良
2016/6/24,23,33,雷阵雨~中雨,西风,1-2级,66,2,良
2016/6/25,20,24,中雨~多云,南风,1-2级,55,2,良
2016/6/26,21,25,多云~小雨,东南风,1-2级,62,2,良
2016/6/27,22,24,大雨~中雨,东南风,1-2级,47,1,优
2016/6/28,22,24,大雨,东风,1-2级,75,2,良
2016/6/29,23,27,中雨~阵雨,南风,1-2级,49,1,优
2016/6/30,26,34,雷阵雨~阵雨,南风,1-2级,55,2,良
2016/7/1,26,33,阵雨,西南风,3-4级,52,2,良
2016/7/2,26,30,雷阵雨~阵雨,南风,1-2级,36,1,优
2016/7/3,25,31,中雨~雷阵雨,南风,1-2级,68,2,良
2016/7/4,27,32,雷阵雨~多云,南风,1-2级,68,2,良
2016/7/5,27,35,雷阵雨~多云,南风,1-2级,43,1,优
2016/7/6,27,33,阵雨,东南风,1-2级,45,1,优
2016/7/7,26,32,阵雨,东南风,1-2级,31,1,优
2016/7/8,26,31,阵雨,东风,1-2级,26,1,优
2016/7/9,26,31,阵雨,东风,1-2级,26,1,优
2016/7/10,26,29,中雨,东风,3-4级,32,1,优
2016/7/11,26,29,中雨~阵雨,东南风,1-2级,39,1,优
2016/7/12,27,32,雷阵雨~阵雨,西南风,1-2级,80,2,良
2016/7/13,26,34,雷阵雨,西南风,1-2级,84,2,良
2016/7/14,27,32,中雨~阵雨,西南风,1-2级,79,2,良
2016/7/15,25,34,中雨~阵雨,南风,1-2级,81,2,良
2016/7/16,24,28,阵雨~阴,西北风,1-2级,80,2,良
2016/7/17,26,32,多云~阵雨,东南风,1-2级,112,3,轻度污染
2016/7/18,27,32,雷阵雨,东南风,1-2级,54,2,良
2016/7/19,28,34,雷阵雨~多云,东南风,1-2级,55,2,良
2016/7/20,29,36,晴~多云,南风,1-2级,69,2,良
2016/7/21,30,38,晴,西南风,1-2级,80,2,良
2016/7/22,30,39,晴,西南风,1-2级,86,2,良
2016/7/23,29,38,多云~晴,西南风,1-2级,78,2,良
2016/7/24,28,38,晴,东南风,1-2级,71,2,良
2016/7/25,28,36,晴,东南风,3-4级,45,1,优
2016/7/26,29,37,晴~多云,东南风,1-2级,72,2,良
2016/7/27,30,39,晴,西南风,1-2级,76,2,良
2016/7/28,29,39,晴,西南风,1-2级,94,2,良
2016/7/29,29,38,雷阵雨~多云,南风,1-2级,108,3,轻度污染
2016/7/30,28,37,晴~多云,东南风,1-2级,57,2,良
2016/7/31,28,35,多云,东南风,1-2级,30,1,优
2016/8/1,28,34,多云,东南风,1-2级,32,1,优
2016/8/2,28,34,雷阵雨~小雨,东南风,1-2级,36,1,优
2016/8/3,26,31,中雨~阴,西南风,1-2级,35,1,优
2016/8/4,26,32,雷阵雨~阵雨,北风,1-2级,48,1,优
2016/8/5,27,32,雷阵雨~多云,东北风,1-2级,36,1,优
2016/8/6,27,33,多云,东南风,1-2级,32,1,优
2016/8/7,27,34,多云~阵雨,东南风,1-2级,24,1,优
2016/8/8,27,33,阵雨,东风,1-2级,23,1,优
2016/8/9,28,33,阵雨,东风,1-2级,26,1,优
2016/8/10,28,34,阵雨~多云,东南风,1-2级,23,1,优
2016/8/11,28,35,多云,东风,1-2级,29,1,优
2016/8/12,28,34,多云,东南风,1-2级,27,1,优
2016/8/13,28,35,多云~晴,东风,1-2级,28,1,优
2016/8/14,28,36,多云~晴,东南风,1-2级,42,1,优
2016/8/15,27,35,晴~多云,东南风,1-2级,33,1,优
2016/8/16,28,35,多云,东南风,1-2级,34,1,优
2016/8/17,28,35,多云,东南风,1-2级,35,1,优
2016/8/18,28,35,多云~晴,东南风,1-2级,38,1,优
2016/8/19,29,36,晴,东南风,1-2级,42,1,优
2016/8/20,28,36,雷阵雨~多云,东南风,1-2级,53,2,良
2016/8/21,28,35,雷阵雨~多云,东风,1-2级,47,1,优
2016/8/22,28,35,多云,东北风,1-2级,40,1,优
2016/8/23,26,34,多云,东北风,1-2级,43,1,优
2016/8/24,27,34,晴,东北风,1-2级,45,1,优
2016/8/25,27,35,多云,北风,1-2级,42,1,优
2016/8/26,26,34,阵雨,东北风,1-2级,41,1,优
2016/8/27,24,31,多云,北风,3-4级,43,1,优
2016/8/28,22,30,多云,西北风,3-4级,56,2,良
2016/8/29,23,31,多云,西北风,3-4级,51,2,良
2016/8/30,23,32,晴~多云,西北风,1-2级,59,2,良
2016/8/31,25,34,晴~多云,西南风,1-2级,76,2,良
2016/9/1,26,34,多云,西南风,1-2级,93,2,良
2016/9/2,26,35,多云,西风,1-2级,102,3,轻度污染
2016/9/3,25,35,晴~多云,东北风,1-2级,100,2,良
2016/9/4,25,33,多云~阵雨,东北风,1-2级,59,2,良
2016/9/5,25,31,小雨~阴,东北风,1-2级,45,1,优
2016/9/6,24,29,阵雨~中雨,东北风,1-2级,60,2,良
2016/9/7,22,25,小雨~多云,东北风,1-2级,54,2,良
2016/9/8,24,30,多云,西北风,1-2级,90,2,良
2016/9/9,24,31,多云~阴,东北风,1-2级,99,2,良
2016/9/10,23,29,阴~小雨,东南风,1-2级,73,2,良
2016/9/11,22,26,小雨,东风,1-2级,73,2,良
2016/9/12,23,29,多云,东北风,1-2级,51,2,良
2016/9/13,23,29,多云~小雨,东北风,1-2级,53,2,良
2016/9/14,22,24,中雨~小雨,东北风,1-2级,36,1,优
2016/9/15,23,25,大雨,东风,1-2级,20,1,优
2016/9/16,24,27,大雨~中雨,东南风,3-4级,18,1,优
2016/9/17,23,29,阵雨~阴,西北风,1-2级,26,1,优
2016/9/18,23,27,阵雨,北风,4-5级,53,2,良
2016/9/19,21,27,小雨~多云,北风,3-4级,43,1,优
2016/9/20,21,26,多云,北风,3-4级,43,1,优
2016/9/21,20,26,多云,北风,1-2级,37,1,优
2016/9/22,21,27,多云,东北风,1-2级,34,1,优
2016/9/23,22,27,多云,东风,1-2级,43,1,优
2016/9/24,22,27,多云,东风,1-2级,51,2,良
2016/9/25,24,29,多云,东风,1-2级,56,2,良
2016/9/26,24,30,阵雨,东风,1-2级,43,1,优
2016/9/27,24,30,阵雨~中雨,东风,1-2级,35,1,优
2016/9/28,22,28,中雨,东北风,3-4级,26,1,优
2016/9/29,22,25,大雨~中雨,东北风,3-4级,27,1,优
2016/9/30,24,29,阵雨~多云,东南风,1-2级,52,2,良
2016/10/1,25,30,多云,东南风,1-2级,76,2,良
2016/10/2,23,30,多云~阵雨,东南风,1-2级,33,1,优
2016/10/3,23,27,阵雨~阴,西北风,1-2级,47,1,优
2016/10/4,22,27,阴~多云,北风,3-4级,32,1,优
2016/10/5,22,28,多云,西北风,1-2级,56,2,良
2016/10/6,22,26,小雨~阵雨,东北风,3-4级,46,1,优
2016/10/7,21,26,小雨~中雨,东风,1-2级,42,1,优
2016/10/8,18,23,小雨~阴,北风,4-5级,37,1,优
2016/10/9,18,21,多云,东北风,3-4级,39,1,优
2016/10/10,18,22,多云~阴,东北风,1-2级,34,1,优
2016/10/11,19,23,阴,东北风,1-2级,34,1,优
2016/10/12,19,22,阴,东北风,1-2级,44,1,优
2016/10/13,19,23,阴~小雨,东北风,1-2级,47,1,优
2016/10/14,20,22,小雨,东北风,1-2级,47,1,优
2016/10/15,20,24,小雨,东风,1-2级,39,1,优
2016/10/16,20,26,小雨~阴,北风,1-2级,71,2,良
2016/10/17,20,25,阴~多云,东北风,1-2级,55,2,良
2016/10/18,20,24,小雨,东北风,1-2级,35,1,优
2016/10/19,20,24,小雨,东风,1-2级,51,2,良
2016/10/20,21,23,阵雨,东风,1-2级,38,1,优
2016/10/21,20,23,中雨,东风,1-2级,25,1,优
2016/10/22,20,23,中雨~大雨,东北风,3-4级,19,1,优
2016/10/23,18,22,小雨~阴,北风,3-4级,40,1,优
2016/10/24,20,23,阴,东南风,1-2级,42,1,优
2016/10/25,20,23,阴~小雨,西北风,1-2级,49,1,优
2016/10/26,18,21,中雨~阵雨,东北风,3-4级,45,1,优
2016/10/27,19,22,中雨~小雨,东北风,3-4级,31,1,优
2016/10/28,16,20,小雨,北风,3-4级,40,1,优
2016/10/29,13,16,小雨~阴,北风,3-4级,38,1,优
2016/10/30,14,18,阴~小雨,东北风,1-2级,39,1,优
2016/10/31,13,17,小雨~阴,北风,1-2级,33,1,优
2016/11/1,10,15,多云~晴,北风,3-4级,32,1,优
2016/11/2,11,17,晴,北风,1-2级,46,1,优
2016/11/3,12,18,晴,东风,1-2级,84,2,良
2016/11/4,14,20,晴~多云,东南风,1-2级,96,2,良
2016/11/5,15,23,晴,南风,1-2级,91,2,良
2016/11/6,16,23,多云,东风,1-2级,98,2,良
2016/11/7,14,23,小雨~中雨,东北风,1-2级,53,2,良
2016/11/8,10,14,小雨~阴,北风,4-5级,35,1,优
2016/11/9,10,13,小雨~阴,东北风,1-2级,33,1,优
2016/11/10,9,15,多云~晴,西北风,1-2级,48,1,优
2016/11/11,14,19,晴~多云,南风,1-2级,74,2,良
2016/11/12,14,20,多云~阴,南风,1-2级,62,2,良
2016/11/13,16,20,小雨~多云,南风,1-2级,74,2,良
2016/11/14,14,19,小雨~阴,北风,1-2级,115,3,轻度污染
2016/11/15,12,17,多云,东北风,3-4级,106,3,轻度污染
2016/11/16,15,18,多云~阵雨,东风,1-2级,40,1,优
2016/11/17,16,17,小雨,东风,1-2级,33,1,优
2016/11/18,17,22,小雨,南风,1-2级,84,2,良
2016/11/19,17,23,阴~阵雨,北风,1-2级,141,3,轻度污染
2016/11/20,15,18,阵雨,东北风,1-2级,70,2,良
2016/11/21,13,20,小雨,东北风,1-2级,47,1,优
2016/11/22,7,14,小雨,北风,4-5级,24,1,优
2016/11/23,5,9,小雨~阴,北风,3-4级,29,1,优
2016/11/24,5,9,多云~阴,北风,3-4级,68,2,良
2016/11/25,8,12,小雨,东北风,1-2级,63,2,良
2016/11/26,6,11,小雨~阴,北风,3-4级,48,1,优
2016/11/27,7,12,多云~晴,西北风,1-2级,124,3,轻度污染
2016/11/28,9,13,多云,北风,1-2级,97,2,良
2016/11/29,10,13,阴~小雨,东北风,1-2级,44,1,优
2016/11/30,8,15,阴~多云,西北风,1-2级,71,2,良
2016/12/1,8,14,多云,北风,1-2级,133,3,轻度污染
2016/12/2,9,14,多云,东北风,1-2级,53,2,良
2016/12/3,10,15,多云~小雨,东风,1-2级,46,1,优
2016/12/4,9,16,多云,西南风,1-2级,98,2,良
2016/12/5,9,18,多云~阴,西南风,1-2级,162,4,中度污染
2016/12/6,6,13,多云~晴,东北风,1-2级,64,2,良
2016/12/7,7,14,晴~多云,南风,1-2级,125,3,轻度污染
2016/12/8,8,15,晴,南风,1-2级,165,4,中度污染
2016/12/9,9,14,晴~多云,北风,1-2级,135,3,轻度污染
2016/12/10,9,12,多云~阴,东北风,1-2级,33,1,优
2016/12/11,10,14,多云,东风,1-2级,32,1,优
2016/12/12,11,16,多云~小雨,西南风,1-2级,51,2,良
2016/12/13,7,14,小雨,北风,1-2级,54,2,良
2016/12/14,2,8,多云~晴,北风,3-4级,38,1,优
2016/12/15,3,7,晴,西北风,3-4级,79,2,良
2016/12/16,3,8,晴,北风,1-2级,176,4,中度污染
2016/12/17,5,12,晴~多云,东南风,1-2级,157,4,中度污染
2016/12/18,11,16,阴~多云,东南风,1-2级,56,2,良
2016/12/19,13,18,多云~小雨,东风,1-2级,94,2,良
2016/12/20,13,15,中雨~小雨,东风,1-2级,65,2,良
2016/12/21,8,18,中雨~小雨,东南风,1-2级,45,1,优
2016/12/22,6,10,阴~多云,西北风,3-4级,101,3,轻度污染
2016/12/23,5,10,多云,西北风,1-2级,185,4,中度污染
2016/12/24,9,11,多云~阴,东北风,1-2级,44,1,优
2016/12/25,11,13,小雨,东风,1-2级,30,1,优
2016/12/26,5,13,小雨,西北风,1-2级,35,1,优
2016/12/27,1,7,阴,西北风,4-5级,46,1,优
2016/12/28,3,7,多云~晴,北风,1-2级,52,2,良
2016/12/29,3,7,多云,北风,3-4级,82,2,良
2016/12/30,4,9,多云,东北风,1-2级,79,2,良
2016/12/31,6,13,晴,东风,1-2级,68,2,良
2017/1/1,10,16,晴~多云,东南风,1-2级,54,2,良
2017/1/2,8,15,多云,北风,1-2级,92,2,良
2017/1/3,9,14,晴~多云,东风,1-2级,131,3,轻度污染
2017/1/4,11,15,小雨~中雨,东风,1-2级,75,2,良
2017/1/5,11,12,中雨~小雨,东风,1-2级,44,1,优
2017/1/6,11,14,小雨~中雨,东风,1-2级,36,1,优
2017/1/7,9,13,小雨,东风,1-2级,29,1,优
2017/1/8,5,10,小雨~阴,西北风,3-4级,105,3,轻度污染
2017/1/9,4,8,多云,北风,1-2级,82,2,良
2017/1/10,6,9,多云~阴,北风,1-2级,109,3,轻度污染
2017/1/11,5,9,小雨,东北风,1-2级,50,1,优
2017/1/12,3,8,小雨~多云,西北风,1-2级,72,2,良
2017/1/13,2,11,晴,西北风,1-2级,127,3,轻度污染
2017/1/14,3,8,多云~阴,北风,1-2级,47,1,优
2017/1/15,2,7,多云,东北风,1-2级,27,1,优
2017/1/16,5,8,多云,东北风,1-2级,31,1,优
2017/1/17,7,10,阴~小雨,东风,1-2级,58,2,良
2017/1/18,7,9,小雨,东风,1-2级,50,1,优
2017/1/19,0,9,小雨~阴,北风,1-2级,102,3,轻度污染
2017/1/20,-1,3,晴~多云,西北风,3-4级,103,3,轻度污染
2017/1/21,0,6,晴~多云,西风,1-2级,48,1,优
2017/1/22,0,6,晴,西北风,1-2级,70,2,良
2017/1/23,1,7,晴,北风,1-2级,39,1,优
2017/1/24,3,9,多云,东北风,1-2级,40,1,优
2017/1/25,4,10,多云~晴,东风,1-2级,75,2,良
2017/1/26,5,13,晴~多云,南风,1-2级,77,2,良
2017/1/27,5,10,多云,东北风,3-4级,77,2,良
2017/1/28,8,15,多云,东南风,1-2级,63,2,良
2017/1/29,4,20,多云~小雨,西南风,1-2级,82,2,良
2017/1/30,2,6,多云,北风,3-4级,42,1,优
2017/1/31,3,7,多云~小雨,东北风,1-2级,26,1,优
2017/2/1,4,7,多云,北风,3-4级,40,1,优
2017/2/2,5,7,多云~小雨,东北风,1-2级,46,1,优
2017/2/3,8,10,小雨,东南风,1-2级,27,1,优
2017/2/4,6,11,小雨~阴,西北风,1-2级,68,2,良
2017/2/5,4,12,晴,西北风,1-2级,146,3,轻度污染
2017/2/6,3,10,晴~多云,东北风,3-4级,104,3,轻度污染
2017/2/7,5,9,阴~小雨,东北风,1-2级,29,1,优
2017/2/8,1,6,小雨~雨夹雪,北风,3-4级,27,1,优
2017/2/9,-1,5,多云~晴,西北风,3-4级,94,2,良
2017/2/10,-1,6,晴,西北风,3-4级,65,2,良
2017/2/11,1,8,晴,西北风,1-2级,58,2,良
2017/2/12,2,11,晴,西风,1-2级,89,2,良
2017/2/13,4,13,晴,南风,1-2级,84,2,良
2017/2/14,6,14,晴~多云,东南风,1-2级,90,2,良
2017/2/15,8,15,晴~阴,东南风,1-2级,93,2,良
2017/2/16,8,19,阵雨~多云,西南风,1-2级,59,2,良
2017/2/17,6,12,小雨,东北风,3-4级,81,2,良
2017/2/18,6,12,多云~晴,东风,1-2级,35,1,优
2017/2/19,7,19,多云~小雨,南风,3-4级,55,2,良
2017/2/20,5,14,小雨~阴,东北风,3-4级,79,2,良
2017/2/21,6,11,小雨,东南风,3-4级,45,1,优
2017/2/22,4,10,小雨~阴,西北风,3-4级,66,2,良
2017/2/23,2,7,阴~多云,西北风,3-4级,116,3,轻度污染
2017/2/24,2,9,多云,北风,1-2级,58,2,良
2017/2/25,4,12,多云,西南风,1-2级,102,3,轻度污染
2017/2/26,6,14,多云~晴,西南风,1-2级,153,4,中度污染
2017/2/27,7,14,晴,东北风,1-2级,78,2,良
2017/2/28,8,15,多云,东南风,1-2级,59,2,良
2017/3/1,4,15,小雨,西北风,3-4级,73,2,良
2017/3/2,2,9,晴,西北风,1-2级,67,2,良
2017/3/3,6,13,多云,东南风,1-2级,71,2,良
2017/3/4,10,18,多云~阵雨,东南风,1-2级,79,2,良
2017/3/5,7,13,小雨~阴,北风,1-2级,92,2,良
2017/3/6,4,12,多云,东北风,3-4级,53,2,良
2017/3/7,5,14,晴~多云,西风,1-2级,59,2,良
2017/3/8,6,13,晴,西北风,1-2级,61,2,良
2017/3/9,8,17,晴~多云,西南风,1-2级,100,2,良
2017/3/10,10,19,多云,南风,1-2级,93,2,良
2017/3/11,11,15,多云~阴,东南风,1-2级,72,2,良
2017/3/12,8,15,小雨~中雨,东风,1-2级,47,1,优
2017/3/13,7,11,中雨~阴,东北风,3-4级,46,1,优
2017/3/14,5,12,多云~晴,北风,1-2级,48,1,优
2017/3/15,7,14,多云~阴,东北风,1-2级,51,2,良
2017/3/16,7,12,阴~多云,东风,1-2级,40,1,优
2017/3/17,9,14,多云~小雨,东风,1-2级,52,2,良
2017/3/18,11,14,阴~小雨,东风,1-2级,46,1,优
2017/3/19,11,13,小雨~中雨,东风,1-2级,54,2,良
2017/3/20,9,13,小雨~阴,东风,1-2级,61,2,良
2017/3/21,8,15,多云~阴,北风,1-2级,86,2,良
2017/3/22,9,11,小雨,东风,1-2级,32,1,优
2017/3/23,8,12,阴~小雨,东北风,1-2级,33,1,优
2017/3/24,8,12,小雨~阴,东北风,1-2级,57,2,良
2017/3/25,8,16,多云,北风,1-2级,97,2,良
2017/3/26,8,17,多云~晴,西北风,3-4级,108,3,轻度污染
2017/3/27,12,20,晴,西南风,1-2级,88,2,良
2017/3/28,11,21,多云~阴,南风,3-4级,68,2,良
2017/3/29,10,18,多云,北风,1-2级,85,2,良
2017/3/30,9,14,小雨~中雨,东风,3-4级,61,2,良
2017/3/31,8,15,阴~晴,北风,3-4级,55,2,良
2017/4/1,8,16,多云,西北风,1-2级,89,2,良
2017/4/2,10,21,晴,西北风,1-2级,112,3,轻度污染
2017/4/3,13,22,晴~多云,东南风,1-2级,90,2,良
2017/4/4,15,19,多云~小雨,东南风,3-4级,68,2,良
2017/4/5,16,21,小雨,南风,1-2级,61,2,良
2017/4/6,15,22,中雨,东北风,1-2级,97,2,良
2017/4/7,13,18,阵雨~阴,北风,1-2级,63,2,良
2017/4/8,13,20,多云~阵雨,东风,1-2级,83,2,良
2017/4/9,11,13,阵雨~小雨,东北风,3-4级,50,1,优
2017/4/10,11,15,小雨,北风,1-2级,41,1,优
2017/4/11,11,14,小雨~多云,北风,1-2级,71,2,良
2017/4/12,10,17,多云~晴,东北风,1-2级,93,2,良
2017/4/13,12,21,晴,东南风,3-4级,64,2,良
2017/4/14,16,25,晴,南风,1-2级,65,2,良
2017/4/15,18,30,晴~多云,西南风,1-2级,70,2,良
2017/4/16,19,27,阵雨~中雨,东南风,1-2级,66,2,良
2017/4/17,16,25,阵雨~多云,西风,3-4级,74,2,良
2017/4/18,15,28,晴,西北风,3-4级,89,2,良
2017/4/19,17,25,多云~阵雨,东南风,3-4级,81,2,良
2017/4/20,15,24,小雨~阴,西北风,1-2级,70,2,良
2017/4/21,14,23,阴~多云,西北风,1-2级,73,2,良
2017/4/22,12,21,多云~晴,西北风,1-2级,57,2,良
2017/4/23,14,23,晴,东南风,1-2级,67,2,良
2017/4/24,16,25,晴~多云,东南风,1-2级,73,2,良
2017/4/25,16,25,阵雨~中雨,东南风,1-2级,64,2,良
2017/4/26,14,20,小雨~阴,东北风,3-4级,41,1,优
2017/4/27,14,22,多云~晴,北风,1-2级,46,1,优
2017/4/28,17,26,晴,西南风,1-2级,72,2,良
2017/4/29,18,28,晴,西南风,1-2级,89,2,良
2017/4/30,19,30,晴~多云,南风,1-2级,77,2,良
2017/5/1,18,29,多云~小雨,东南风,1-2级,54,2,良
2017/5/2,18,21,中雨~小雨,东风,3-4级,35,1,优
2017/5/3,18,22,阴~小雨,东南风,1-2级,36,1,优
2017/5/4,18,23,中雨~阴,东南风,3-4级,37,1,优
2017/5/5,17,23,小雨~多云,西北风,1-2级,65,2,良
2017/5/6,16,24,多云,东北风,1-2级,125,3,轻度污染
2017/5/7,18,26,多云~阵雨,东南风,1-2级,150,3,轻度污染
2017/5/8,18,20,中雨~阵雨,东南风,3-4级,75,2,良
2017/5/9,18,24,多云~晴,西风,3-4级,65,2,良
2017/5/10,20,30,晴~多云,南风,1-2级,97,2,良
2017/5/11,18,32,多云~中雨,南风,1-2级,87,2,良
2017/5/12,18,21,中雨~多云,东北风,3-4级,53,2,良
2017/5/13,19,31,晴,西南风,1-2级,77,2,良
2017/5/14,19,27,多云,东北风,1-2级,85,2,良
2017/5/15,18,24,阵雨~小雨,东风,1-2级,57,2,良
2017/5/16,17,22,阵雨~多云,东北风,1-2级,41,1,优
2017/5/17,17,28,晴,东南风,1-2级,51,2,良
2017/5/18,19,29,晴~多云,东南风,1-2级,53,2,良
2017/5/19,20,27,多云,东南风,3-4级,54,2,良
2017/5/20,20,27,多云,东南风,3-4级,44,1,优
